Total Requests,Test Duration (seconds),Average Throughput (req/sec),Average Latency (ms),Latency P50 (ms),Latency P90 (ms),Latency P95 (ms),Latency P99 (ms)
45545,600.035,75.90390560550635,293.58779229333624,287.0,323.0,415.0,538.0
