Total Requests,Test Duration (seconds),Average Throughput (req/sec),Average Latency (ms),Latency P50 (ms),Latency P90 (ms),Latency P95 (ms),Latency P99 (ms)
45447,600.025,75.7418440898296,267.4120844060114,255.0,274.0,292.0,517.0
