Total Requests,Test Duration (seconds),Average Throughput (req/sec),Average Latency (ms),Latency P50 (ms),Latency P90 (ms),Latency P95 (ms),Latency P99 (ms)
45406,600.049,75.67048691023567,265.9758181738096,253.0,273.0,293.0,514.0
