Total Requests,Test Duration (seconds),Average Throughput (req/sec),Average Latency (ms),Latency P50 (ms),Latency P90 (ms),Latency P95 (ms),Latency P99 (ms)
45280,600.046,75.46088133243117,277.6353577738516,259.0,307.0,341.0,537.0
