Total Requests,Test Duration (seconds),Average Throughput (req/sec),Average Latency (ms),Latency P50 (ms),Latency P90 (ms),Latency P95 (ms),Latency P99 (ms)
45431,600.005,75.7177023524804,274.4276155048315,261.0,284.0,332.0,523.0
