Total Requests,Test Duration (seconds),Average Throughput (req/sec),Average Latency (ms),Latency P50 (ms),Latency P90 (ms),Latency P95 (ms),Latency P99 (ms)
44941,593.152,75.7664140051791,267.05458388963063,254.0,274.0,292.0,515.0
