Total Requests,Test Duration (seconds),Average Throughput (req/sec),Average Latency (ms),Latency P50 (ms),Latency P90 (ms),Latency P95 (ms),Latency P99 (ms)
45474,600.036,75.78545287282763,267.72588732022695,255.0,274.0,293.0,516.0
