Total Requests,Test Duration (seconds),Average Throughput (req/sec),Average Latency (ms),Latency P50 (ms),Latency P90 (ms),Latency P95 (ms),Latency P99 (ms)
45389,600.025,75.64518145077288,302.20141443962194,293.0,336.0,447.1999999999971,548.0
