Total Requests,Test Duration (seconds),Average Throughput (req/sec),Average Latency (ms),Latency P50 (ms),Latency P90 (ms),Latency P95 (ms),Latency P99 (ms)
45452,600.065,75.74512761117545,273.99350963653967,259.0,280.0,331.0,522.0
