Total Requests,Test Duration (seconds),Average Throughput (req/sec),Average Latency (ms),Latency P50 (ms),Latency P90 (ms),Latency P95 (ms),Latency P99 (ms)
45175,600.076,75.28213093008219,287.219590481461,267.0,319.0,373.0,593.0
