Total Requests,Test Duration (seconds),Average Throughput (req/sec),Average Latency (ms),Latency P50 (ms),Latency P90 (ms),Latency P95 (ms),Latency P99 (ms)
45236,599.943,75.40049638048949,275.27588646210984,257.0,288.0,365.0,530.0
