Total Requests,Test Duration (seconds),Average Throughput (req/sec),Average Latency (ms),Latency P50 (ms),Latency P90 (ms),Latency P95 (ms),Latency P99 (ms)
45481,600.018,75.79939268488612,267.29256172907367,255.0,275.0,294.0,515.0
